ID,"Appointment date",Employee,"Customer name","Customer phone","Customer email",Service,Duration,Status,Payment,Notes,Created,"Customer address","Customer birthday","Online meeting"
130,"October 17, 2024 12:00 pm","Nancy Stinson","Peter White",+14065551212,peter.white@example.com,Dentures,"2 h",Approved,,,"October 10, 2024 2:00 pm","United States, , 10019, New York, West Street 53, , ",,
131,"October 18, 2024 9:00 am","Nancy Stinson","Peter White",+14065551212,peter.white@example.com,"Invisalign (invisable braces)","3 h 15 min",Approved,,,"October 10, 2024 2:00 pm","United States, , 10019, New York, West Street 53, , ",,
132,"October 14, 2024 9:00 am","Marry Murphy","Peter White",+14065551212,peter.white@example.com,Dentures,"2 h",Approved,,,"October 10, 2024 2:00 pm","United States, , 10019, New York, West Street 53, , ",,
133,"October 15, 2024 8:00 am","Marry Murphy","Peter White",+14065551212,peter.white@example.com,"Invisalign (invisable braces)","3 h 15 min",Approved,,,"October 10, 2024 2:00 pm","United States, , 10019, New York, West Street 53, , ",,
134,"October 10, 2024 8:00 am","Marry Murphy","Peter White",+14065551212,peter.white@example.com,Dentures,"2 h",Approved,,,"October 10, 2024 2:00 pm","United States, , 10019, New York, West Street 53, , ",,
135,"October 11, 2024 11:00 am","Marry Murphy","Peter White",+14065551212,peter.white@example.com,"Invisalign (invisable braces)","3 h 15 min",Approved,,,"October 10, 2024 2:00 pm","United States, , 10019, New York, West Street 53, , ",,
136,"October 21, 2024 8:00 am","Marry Murphy","Peter White",+14065551212,peter.white@example.com,"Invisalign (invisable braces)","3 h 15 min",Approved,,,"October 10, 2024 2:00 pm","United States, , 10019, New York, West Street 53, , ",,
137,"October 21, 2024 12:00 pm","Marry Murphy","Peter White",+14065551212,peter.white@example.com,Dentures,"2 h",Approved,,,"October 10, 2024 2:00 pm","United States, , 10019, New York, West Street 53, , ",,
138,"October 23, 2024 8:00 am","Marry Murphy","Peter White",+14065551212,peter.white@example.com,"Invisalign (invisable braces)","3 h 15 min",Approved,,,"October 10, 2024 2:00 pm","United States, , 10019, New York, West Street 53, , ",,
139,"October 17, 2024 12:00 pm","Marry Murphy","Peter White",+14065551212,peter.white@example.com,Dentures,"2 h",Approved,,,"October 10, 2024 2:00 pm","United States, , 10019, New York, West Street 53, , ",,
140,"October 18, 2024 8:00 am","Marry Murphy","Peter White",+14065551212,peter.white@example.com,Dentures,"2 h",Approved,,,"October 10, 2024 2:00 pm","United States, , 10019, New York, West Street 53, , ",,
